Name,Contig id,Gene symbol,molecule_type
ERR10710706,NODE_56_length_1143_cov_25.589080,aph(3'')-Ib,plasmid
ERR10710706,NODE_62_length_859_cov_67.980263,aadA1,chromosome
ERR10710706,NODE_63_length_831_cov_35.565574,aph(6)-Id,chromosome
ERR10710706,NODE_7_length_176827_cov_33.596702,blaOXA-69,chromosome
ERR10710707,NODE_18_length_88054_cov_60.693707,ant(3'')-IIa,chromosome
ERR10710707,NODE_1_length_430371_cov_58.802971,aph(3'')-Ib,chromosome
ERR10710707,NODE_1_length_430371_cov_58.802971,aph(6)-Id,chromosome
ERR10710707,NODE_1_length_430371_cov_58.802971,sul2,chromosome
ERR10710707,NODE_24_length_60590_cov_56.185399,blaOXA-66,chromosome
ERR10710707,NODE_2_length_290586_cov_56.973617,blaADC-30,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,mph(E),chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,msr(E),chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,armA,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,sul1,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,qacEdelta1,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,aadA1,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,catB8,chromosome
ERR10710707,NODE_38_length_14082_cov_46.008367,aac(6')-Ib',chromosome
ERR10710707,NODE_40_length_8122_cov_24.665088,blaNDM-1,chromosome
ERR10710707,NODE_40_length_8122_cov_24.665088,ble,chromosome
ERR10710707,NODE_48_length_2445_cov_58.080975,blaOXA-23,plasmid
ERR10710707,NODE_54_length_1128_cov_55.670554,aph(3')-Ia,chromosome
ERR10710709,NODE_16_length_88054_cov_38.668558,ant(3'')-IIa,chromosome
ERR10710709,NODE_22_length_60590_cov_37.193483,blaOXA-66,chromosome
ERR10710709,NODE_23_length_56084_cov_35.727963,aph(3'')-Ib,chromosome
ERR10710709,NODE_23_length_56084_cov_35.727963,aph(6)-Id,chromosome
ERR10710709,NODE_23_length_56084_cov_35.727963,sul2,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,mph(E),chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,msr(E),chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,armA,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,sul1,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,qacEdelta1,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,aadA1,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,catB8,chromosome
ERR10710709,NODE_37_length_14082_cov_29.940857,aac(6')-Ib',chromosome
ERR10710709,NODE_3_length_290586_cov_36.944280,blaADC-30,chromosome
ERR10710709,NODE_40_length_8122_cov_27.113175,ble,chromosome
ERR10710709,NODE_40_length_8122_cov_27.113175,blaNDM-1,chromosome
ERR10710709,NODE_47_length_2445_cov_34.523978,blaOXA-23,plasmid
ERR10710709,NODE_52_length_1128_cov_40.423712,aph(3')-Ia,chromosome
ERR10782663,NODE_169_length_6453_cov_6.040447,ant(3'')-IIa,chromosome
ERR10782663,NODE_19_length_32980_cov_4.604209,blaADC,chromosome
ERR10782663,NODE_31_length_22965_cov_3.931033,blaOXA-64,chromosome
ERR10782668,NODE_179_length_7867_cov_4.013260,blaOXA-65,chromosome
ERR10782668,NODE_31_length_27035_cov_5.776879,fos,chromosome
ERR10782668,NODE_32_length_26869_cov_4.128236,blaADC-248,chromosome
ERR10782668,NODE_45_length_22817_cov_5.595871,ant(3'')-IIa,chromosome
ERR10782671,NODE_100_length_2642_cov_5.263075,blaOXA-23,plasmid
ERR10782671,NODE_112_length_1087_cov_4.296559,aph(3')-VIa,chromosome
ERR10782671,NODE_18_length_67225_cov_3.376292,blaOXA-70,chromosome
ERR10782671,NODE_25_length_56566_cov_3.938459,blaADC-203,chromosome
ERR10782671,NODE_3_length_162821_cov_4.801981,ant(3'')-IIa,chromosome
ERR10782671,NODE_71_length_9910_cov_10.912343,tet(39),plasmid
ERR10782671,NODE_87_length_4984_cov_2.450266,ble,chromosome
ERR10782671,NODE_87_length_4984_cov_2.450266,blaNDM-1,chromosome
ERR10782676,NODE_100_length_13172_cov_3.376425,blaADC-78,chromosome
ERR10782676,NODE_192_length_6444_cov_2.812293,blaOXA-69,chromosome
ERR10782676,NODE_247_length_3816_cov_2.813021,aac(3)-Ia,chromosome
ERR10782676,NODE_247_length_3816_cov_2.813021,aadA1,chromosome
ERR10782676,NODE_247_length_3816_cov_2.813021,qacE,chromosome
ERR10782676,NODE_281_length_2640_cov_9.186147,blaOXA-23,plasmid
ERR10782676,NODE_300_length_2219_cov_3.341509,sul1,chromosome
ERR10782676,NODE_334_length_1095_cov_4.055221,aph(3')-VIa,chromosome
ERR10782676,NODE_61_length_17838_cov_4.211906,ant(3'')-IIa,chromosome
ERR10782680,NODE_12_length_77701_cov_14.061919,ant(3'')-IIa,chromosome
ERR10782680,NODE_45_length_29603_cov_9.279216,blaOXA-98,chromosome
ERR10782680,NODE_99_length_2428_cov_9.044654,sul2,plasmid
ERR10782680,NODE_9_length_93354_cov_10.292177,blaADC-99,chromosome
ERR10782688,NODE_10_length_130862_cov_18.375175,floR,chromosome
ERR10782688,NODE_1_length_1015331_cov_16.366206,blaADC-50,chromosome
ERR10782688,NODE_20_length_23283_cov_28.499224,ant(2'')-Ia,plasmid
ERR10782688,NODE_20_length_23283_cov_28.499224,aph(3')-Ia,plasmid
ERR10782688,NODE_20_length_23283_cov_28.499224,mph(E),plasmid
ERR10782688,NODE_20_length_23283_cov_28.499224,msr(E),plasmid
ERR10782688,NODE_23_length_13467_cov_42.536355,tet(39),chromosome
ERR10782688,NODE_26_length_8122_cov_13.829116,ble,chromosome
ERR10782688,NODE_26_length_8122_cov_13.829116,blaNDM-1,chromosome
ERR10782688,NODE_3_length_390883_cov_13.675603,blaOXA-64,chromosome
ERR10782688,NODE_8_length_170851_cov_19.196577,ant(3'')-IIa,chromosome
ERR10782695,NODE_22_length_67537_cov_7.812079,blaADC-52,chromosome
ERR10782695,NODE_25_length_43637_cov_9.856723,ant(3'')-IIa,chromosome
ERR10782695,NODE_2_length_237187_cov_6.681086,blaOXA-91,chromosome
ERR10782695,NODE_46_length_6177_cov_57.465778,ant(2'')-Ia,plasmid
ERR10782695,NODE_55_length_3187_cov_10.223122,blaADC-199,chromosome
ERR10782695,NODE_61_length_2179_cov_7.328846,blaCARB-16,chromosome
ERR10782717,NODE_13_length_77708_cov_9.337371,ant(3'')-IIa,chromosome
ERR10782717,NODE_16_length_72453_cov_6.319485,blaOXA-441,chromosome
ERR10782717,NODE_29_length_55880_cov_7.149728,blaADC-154,chromosome
ERR10782743,NODE_11_length_86691_cov_5.762997,blaADC-165,chromosome
ERR10782743,NODE_16_length_62584_cov_5.770441,blaOXA-51,chromosome
ERR10782743,NODE_29_length_45739_cov_6.190184,ant(3'')-IIa,chromosome
ERR10783123,NODE_13_length_73862_cov_6.012337,ant(3'')-IIa,chromosome
ERR10783123,NODE_4_length_130137_cov_4.280410,blaOXA,chromosome
ERR10783123,NODE_63_length_15900_cov_5.682552,fos,chromosome
ERR10783123,NODE_75_length_9454_cov_4.602672,sul2,plasmid
ERR10783123,NODE_7_length_93666_cov_4.701465,blaADC-99,chromosome
ERR10783128,NODE_102_length_2761_cov_5.872028,aac(3)-IId,plasmid
ERR10783128,NODE_11_length_89580_cov_3.335162,blaOXA-378,chromosome
ERR10783128,NODE_122_length_887_cov_9.153144,blaOXA-58,chromosome
ERR10783128,NODE_19_length_53586_cov_3.977079,blaADC-32,chromosome
ERR10783128,NODE_31_length_37651_cov_5.268534,ant(3'')-IIa,chromosome
ERR10783128,NODE_43_length_29946_cov_8.861561,floR,chromosome
ERR10783128,NODE_63_length_15618_cov_10.080997,dfrA1,chromosome
ERR10783128,NODE_81_length_8122_cov_4.609996,ble,chromosome
ERR10783128,NODE_81_length_8122_cov_4.609996,blaNDM-1,chromosome
ERR10783128,NODE_90_length_4931_cov_6.865273,sul2,plasmid
ERR10783128,NODE_90_length_4931_cov_6.865273,aph(3'')-Ib,plasmid
ERR10783128,NODE_90_length_4931_cov_6.865273,aph(6)-Id,plasmid
ERR10783132,NODE_14_length_85575_cov_7.335825,ant(3'')-IIa,chromosome
ERR10783132,NODE_36_length_40666_cov_6.180171,blaADC-78,chromosome
ERR10783132,NODE_45_length_28684_cov_5.224418,blaOXA-69,plasmid
ERR10783132,NODE_53_length_13967_cov_4.111191,sul1,chromosome
ERR10783132,NODE_53_length_13967_cov_4.111191,aac(3)-Ia,chromosome
ERR10783132,NODE_53_length_13967_cov_4.111191,aadA1,chromosome
ERR10783132,NODE_53_length_13967_cov_4.111191,qacEdelta1,chromosome
ERR10783132,NODE_71_length_2639_cov_12.821260,blaOXA-23,plasmid
ERR10783132,NODE_84_length_1095_cov_6.868474,aph(3')-VIa,plasmid
ERR10783138,NODE_20_length_53207_cov_3.758530,blaADC-154,chromosome
ERR10783138,NODE_22_length_48272_cov_5.466755,ant(3'')-IIa,chromosome
ERR10783138,NODE_37_length_32141_cov_3.739685,blaOXA-441,chromosome
ERR10783144,NODE_23_length_66324_cov_5.131657,blaOXA-94,chromosome
ERR10783144,NODE_41_length_32133_cov_8.337766,arr-3,plasmid
ERR10783144,NODE_41_length_32133_cov_8.337766,aac(6')-Ib4,plasmid
ERR10783144,NODE_41_length_32133_cov_8.337766,qacEdelta1,plasmid
ERR10783144,NODE_41_length_32133_cov_8.337766,sul1,plasmid
ERR10783144,NODE_46_length_24845_cov_7.869029,mph(E),plasmid
ERR10783144,NODE_46_length_24845_cov_7.869029,msr(E),plasmid
ERR10783144,NODE_46_length_24845_cov_7.869029,aph(6)-Id,plasmid
ERR10783144,NODE_46_length_24845_cov_7.869029,aph(3'')-Ib,plasmid
ERR10783144,NODE_46_length_24845_cov_7.869029,aac(3)-IId,plasmid
ERR10783144,NODE_54_length_9217_cov_8.653871,dfrA44,plasmid
ERR10783144,NODE_56_length_8039_cov_6.215113,ble,plasmid
ERR10783144,NODE_56_length_8039_cov_6.215113,blaNDM-1,plasmid
ERR10783144,NODE_62_length_4867_cov_8.476720,tet(X3),plasmid
ERR10783144,NODE_68_length_2635_cov_5.806388,floR,plasmid
ERR10783144,NODE_6_length_155948_cov_6.554774,ant(3'')-IIa,chromosome
ERR10783144,NODE_75_length_1359_cov_5.438095,sul2,plasmid
ERR10783144,NODE_77_length_983_cov_11.393665,aph(3')-VIa,chromosome
ERR10783144,NODE_8_length_140122_cov_5.546313,blaADC-80,chromosome
ERR10783153,NODE_19_length_85396_cov_8.464495,ant(3'')-IIa,chromosome
ERR10783153,NODE_39_length_40666_cov_7.663889,blaADC-78,chromosome
ERR10783153,NODE_43_length_28684_cov_6.850831,blaOXA-69,plasmid
ERR10783153,NODE_52_length_8380_cov_3.811496,sul1,chromosome
ERR10783153,NODE_58_length_5487_cov_4.840943,aac(3)-Ia,chromosome
ERR10783153,NODE_58_length_5487_cov_4.840943,aadA1,chromosome
ERR10783153,NODE_58_length_5487_cov_4.840943,qacEdelta1,chromosome
ERR10783153,NODE_67_length_2639_cov_15.564961,blaOXA-23,plasmid
ERR10783153,NODE_76_length_1095_cov_9.698795,aph(3')-VIa,plasmid
ERR10783156,NODE_11_length_161323_cov_5.420961,ant(3'')-IIa,chromosome
ERR10783156,NODE_17_length_75890_cov_4.168463,blaOXA-100,plasmid
ERR10783156,NODE_33_length_8871_cov_8.123233,aph(3'')-Ib,chromosome
ERR10783156,NODE_33_length_8871_cov_8.123233,aph(6)-Id,chromosome
ERR10783156,NODE_33_length_8871_cov_8.123233,sul2,chromosome
ERR10783156,NODE_33_length_8871_cov_8.123233,dfrA20,chromosome
ERR10783156,NODE_40_length_4620_cov_14.074541,mph(E),plasmid
ERR10783156,NODE_40_length_4620_cov_14.074541,msr(E),plasmid
ERR10783156,NODE_42_length_4204_cov_12.073325,ble,plasmid
ERR10783156,NODE_42_length_4204_cov_12.073325,blaNDM-1,plasmid
ERR10783156,NODE_42_length_4204_cov_12.073325,aph(3')-VI,plasmid
ERR10783156,NODE_46_length_2097_cov_8.072072,aph(3')-Ia,chromosome
ERR10783156,NODE_46_length_2097_cov_8.072072,ant(2'')-Ia,chromosome
ERR10783156,NODE_47_length_2044_cov_23.485861,tet(39),plasmid
ERR10783156,NODE_64_length_581_cov_24.948133,blaOXA,chromosome
ERR10783156,NODE_9_length_186875_cov_4.775318,aac(3)-IId,chromosome
ERR10783156,NODE_9_length_186875_cov_4.775318,blaADC-79,chromosome
ERR10783159,NODE_10_length_97862_cov_3.081657,blaOXA-70,chromosome
ERR10783159,NODE_141_length_2642_cov_5.321667,blaOXA-23,plasmid
ERR10783159,NODE_148_length_1777_cov_3.025626,ble,chromosome
ERR10783159,NODE_148_length_1777_cov_3.025626,blaNDM-1,chromosome
ERR10783159,NODE_164_length_956_cov_2.866978,aph(3')-VIa,chromosome
ERR10783159,NODE_18_length_56842_cov_3.689359,blaADC-203,chromosome
ERR10783159,NODE_1_length_162737_cov_4.732934,ant(3'')-IIa,chromosome
ERR10783159,NODE_90_length_9910_cov_8.631944,tet(39),plasmid
ERR10783163,NODE_11_length_43333_cov_3.574918,ant(3'')-IIa,chromosome
ERR10783163,NODE_125_length_10880_cov_3.303404,sul1,chromosome
ERR10783163,NODE_125_length_10880_cov_3.303404,qacEdelta1,chromosome
ERR10783163,NODE_125_length_10880_cov_3.303404,aadA1,chromosome
ERR10783163,NODE_125_length_10880_cov_3.303404,aac(3)-Ia,chromosome
ERR10783163,NODE_125_length_10880_cov_3.303404,sul1,chromosome
ERR10783163,NODE_225_length_3584_cov_3.119943,blaADC-78,chromosome
ERR10783163,NODE_242_length_2639_cov_7.544882,blaOXA-23,plasmid
ERR10783163,NODE_283_length_1095_cov_4.235944,aph(3')-VIa,chromosome
ERR10783163,NODE_63_length_22077_cov_2.639048,blaOXA-69,plasmid
ERR10783166,NODE_16_length_59405_cov_12.112619,ant(3'')-IIa,chromosome
ERR10783166,NODE_1_length_891532_cov_9.272965,blaADC-248,chromosome
ERR10783166,NODE_2_length_488453_cov_11.878242,fos,chromosome
ERR10783166,NODE_7_length_198125_cov_8.140148,blaOXA-65,chromosome
ERR10783178,NODE_33_length_32133_cov_9.015452,sul1,plasmid
ERR10783178,NODE_33_length_32133_cov_9.015452,qacEdelta1,plasmid
ERR10783178,NODE_33_length_32133_cov_9.015452,aac(6')-Ib4,plasmid
ERR10783178,NODE_33_length_32133_cov_9.015452,arr-3,plasmid
ERR10783178,NODE_38_length_24845_cov_8.078558,aac(3)-IId,plasmid
ERR10783178,NODE_38_length_24845_cov_8.078558,aph(3'')-Ib,plasmid
ERR10783178,NODE_38_length_24845_cov_8.078558,aph(6)-Id,plasmid
ERR10783178,NODE_38_length_24845_cov_8.078558,msr(E),plasmid
ERR10783178,NODE_38_length_24845_cov_8.078558,mph(E),plasmid
ERR10783178,NODE_3_length_258366_cov_5.653750,blaOXA-94,chromosome
ERR10783178,NODE_44_length_9217_cov_9.556920,dfrA44,plasmid
ERR10783178,NODE_45_length_8039_cov_6.208942,blaNDM-1,plasmid
ERR10783178,NODE_45_length_8039_cov_6.208942,ble,plasmid
ERR10783178,NODE_53_length_4867_cov_9.703859,tet(X3),plasmid
ERR10783178,NODE_55_length_2635_cov_5.917587,floR,plasmid
ERR10783178,NODE_63_length_1359_cov_7.342857,sul2,plasmid
ERR10783178,NODE_65_length_983_cov_15.414027,aph(3')-VIa,chromosome
ERR10783178,NODE_6_length_192878_cov_6.389451,blaADC-80,chromosome
ERR10783178,NODE_9_length_156275_cov_8.031778,ant(3'')-IIa,chromosome
ERR10787957,NODE_13_length_48632_cov_4.818536,ant(3'')-IIa,chromosome
ERR10787957,NODE_30_length_33214_cov_3.587136,blaADC-154,chromosome
ERR10787957,NODE_90_length_12483_cov_3.074128,blaOXA-441,chromosome
ERR10787959,NODE_15_length_77602_cov_9.448060,ant(3'')-IIa,chromosome
ERR10787959,NODE_2_length_178821_cov_7.750193,blaOXA-51,chromosome
ERR10787959,NODE_5_length_133087_cov_8.169075,blaADC-165,chromosome
ERR10787961,NODE_114_length_9393_cov_3.509899,blaOXA-94,chromosome
ERR10787961,NODE_116_length_9220_cov_5.617805,dfrA44,plasmid
ERR10787961,NODE_124_length_8039_cov_4.269647,blaNDM-1,plasmid
ERR10787961,NODE_124_length_8039_cov_4.269647,ble,plasmid
ERR10787961,NODE_140_length_4867_cov_6.381502,tet(X3),plasmid
ERR10787961,NODE_152_length_3632_cov_3.747240,blaADC,plasmid
ERR10787961,NODE_164_length_2635_cov_4.457019,floR,plasmid
ERR10787961,NODE_177_length_1359_cov_5.242857,sul2,plasmid
ERR10787961,NODE_182_length_983_cov_8.303167,aph(3')-VIa,chromosome
ERR10787961,NODE_43_length_32137_cov_5.475716,arr-3,plasmid
ERR10787961,NODE_43_length_32137_cov_5.475716,aac(6')-Ib4,plasmid
ERR10787961,NODE_43_length_32137_cov_5.475716,qacEdelta1,plasmid
ERR10787961,NODE_43_length_32137_cov_5.475716,sul1,plasmid
ERR10787961,NODE_60_length_24362_cov_5.090385,aac(3)-IId,plasmid
ERR10787961,NODE_60_length_24362_cov_5.090385,aph(3'')-Ib,plasmid
ERR10787961,NODE_60_length_24362_cov_5.090385,aph(6)-Id,plasmid
ERR10787961,NODE_60_length_24362_cov_5.090385,msr(E),plasmid
ERR10787961,NODE_60_length_24362_cov_5.090385,mph(E),plasmid
ERR10787961,NODE_8_length_95121_cov_4.146219,ant(3'')-IIa,chromosome
ERR10788033,NODE_35_length_35824_cov_3.433842,blaOXA-104,chromosome
ERR10788033,NODE_39_length_28787_cov_4.814626,aph(3'')-Ib,plasmid
ERR10788033,NODE_39_length_28787_cov_4.814626,aph(6)-Id,plasmid
ERR10788033,NODE_39_length_28787_cov_4.814626,sul2,plasmid
ERR10788033,NODE_3_length_271676_cov_3.995206,blaADC-26,chromosome
ERR10788033,NODE_60_length_8122_cov_3.128132,ble,plasmid
ERR10788033,NODE_60_length_8122_cov_3.128132,blaNDM-1,plasmid
ERR10788033,NODE_61_length_7698_cov_3.795368,arr-2,plasmid
ERR10788033,NODE_61_length_7698_cov_3.795368,cmlA5,plasmid
ERR10788033,NODE_61_length_7698_cov_3.795368,qacEdelta1,plasmid
ERR10788033,NODE_61_length_7698_cov_3.795368,sul1,plasmid
ERR10788033,NODE_62_length_7636_cov_4.847287,armA,plasmid
ERR10788033,NODE_62_length_7636_cov_4.847287,msr(E),plasmid
ERR10788033,NODE_62_length_7636_cov_4.847287,mph(E),plasmid
ERR10788033,NODE_67_length_5739_cov_29.225355,aph(3')-VIa,plasmid
ERR10788033,NODE_6_length_161362_cov_5.328432,ant(3'')-IIa,chromosome
ERR10788033,NODE_75_length_2642_cov_5.265828,blaOXA-23,plasmid
ERR10788115,NODE_16_length_26464_cov_16.880144,aadA1,chromosome
ERR10788115,NODE_16_length_26464_cov_16.880144,sat2,chromosome
ERR10788115,NODE_16_length_26464_cov_16.880144,dfrA1,chromosome
ERR10788115,NODE_16_length_26464_cov_16.880144,sul2,chromosome
ERR10788115,NODE_16_length_26464_cov_16.880144,tet(B),chromosome
ERR10788115,NODE_18_length_12308_cov_13.244328,tet(39),plasmid
ERR10788115,NODE_19_length_11196_cov_17.974227,msr(E),plasmid
ERR10788115,NODE_19_length_11196_cov_17.974227,mph(E),plasmid
ERR10788115,NODE_1_length_957595_cov_6.890609,blaADC-52,chromosome
ERR10788115,NODE_25_length_2853_cov_18.351626,blaCARB-16,chromosome
ERR10788115,NODE_28_length_1676_cov_14.539632,aph(3')-Ia,chromosome
ERR10788115,NODE_28_length_1676_cov_14.539632,ant(2'')-Ia,chromosome
ERR10788115,NODE_3_length_402291_cov_6.186401,blaOXA-90,chromosome
ERR10788115,NODE_9_length_167233_cov_8.781158,ant(3'')-IIa,chromosome
ERR10788118,NODE_2_length_211805_cov_7.628149,blaOXA,chromosome
ERR10788118,NODE_33_length_32360_cov_9.482626,ant(3'')-IIa,chromosome
ERR10788118,NODE_73_length_2425_cov_6.997420,sul2,chromosome
ERR10788118,NODE_7_length_128541_cov_8.272208,blaADC,chromosome
ERR10788121,NODE_126_length_10345_cov_3.806851,qacEdelta1,chromosome
ERR10788121,NODE_126_length_10345_cov_3.806851,sul1,chromosome
ERR10788121,NODE_156_length_7105_cov_3.006994,ble,chromosome
ERR10788121,NODE_156_length_7105_cov_3.006994,blaNDM-1,chromosome
ERR10788121,NODE_179_length_6019_cov_5.427872,tet(B),plasmid
ERR10788121,NODE_179_length_6019_cov_5.427872,sul2,plasmid
ERR10788121,NODE_211_length_3400_cov_2.881551,aac(3)-Ia,chromosome
ERR10788121,NODE_219_length_2959_cov_7.442657,dfrA1,plasmid
ERR10788121,NODE_228_length_2635_cov_7.751183,blaOXA-23,plasmid
ERR10788121,NODE_245_length_1509_cov_3.743262,aph(3')-Ia,chromosome
ERR10788121,NODE_252_length_1187_cov_4.049632,aph(3'')-Ib,chromosome
ERR10788121,NODE_260_length_981_cov_4.062358,aph(3')-VIa,chromosome
ERR10788121,NODE_263_length_831_cov_7.413934,aph(6)-Id,chromosome
ERR10788121,NODE_269_length_693_cov_11.663300,aadA1,chromosome
ERR10788121,NODE_276_length_624_cov_5.824762,sat2,chromosome
